state_name,month_reported,reported_cases,weather_notes,extra_column
Rivers,May,462,,irrelevant
Borno,Jun,1877,flooded!!!,
Enugu,???,573,,###
Zamfara,Oct,1314,,
Ogun,Dec,1733,flooded!!!,irrelevant
Bayelsa,Mar,1029,flooded!!!,###
Ogun,,667,123,
KAN0,May,718,Heavy rain,###
Osun,Nov,1482,flooded!!!,###
Cross River,Oct,625,Dry season,irrelevant
benue,???,1833,Dry season,
Ed0o,Dec,1803,,###
Oyo,,358,flooded!!!,
kogi,Feb,463,Heavy rain,
benue,,21,Heavy rain,
Oyo,,344,flooded!!!,
Kaduba,Jun,607,flooded!!!,
Yobe,Jan,1841,123,irrelevant
Nasarawa,Nov,667,Dry season,
Delta,Feb,1420,Dry season,###
benue,???,955,123,
Borno,Jan,1313,,irrelevant
Imo,Jan,1111,123,###
G0mbe,???,46,,irrelevant
Ondo,Mar,361,,###
Nasarawa,Jul,1229,123,###
Oyo,Aug,989,flooded!!!,
Benue,Jan,868,flooded!!!,
Ekiti,Jan,1866,Dry season,
Adamawa,May,239,Heavy rain,###
Jigawa,???,285,flooded!!!,
Osun,Aug,923,Heavy rain,###
Abuja,Apr,193,123,irrelevant
Kebbis,,1763,Heavy rain,###
Anambra,Sep,854,,
Zamfara,Apr,336,123,
Ed0o,,366,Heavy rain,
Jigawa,May,1288,123,irrelevant
S0koto,,1391,,###
Borno,Jan,327,Dry season,
Ebonyi,Aug,1379,flooded!!!,
gombe,Oct,147,,irrelevant
Delta,Oct,972,Heavy rain,
Abuja,Apr,1568,123,irrelevant
benue,Feb,1510,Dry season,
Abuja,Sep,1915,flooded!!!,
Niger,Oct,820,,###
G0mbe,Dec,687,flooded!!!,irrelevant
Kebbis,Apr,1155,flooded!!!,###
Kebbis,Aug,397,Dry season,
Imo,Mar,1992,flooded!!!,
Abla,Nov,1696,Heavy rain,###
Plateau,Jul,1488,Heavy rain,irrelevant
Imo,Nov,714,Dry season,
Anambra,,1546,flooded!!!,irrelevant
Adamawa,Jun,51,Dry season,irrelevant
Ondo,Sep,1015,Heavy rain,irrelevant
Kebbis,Dec,348,Heavy rain,irrelevant
Niger,Sep,93,,###
Zamfara,Sep,1853,Heavy rain,irrelevant
Kaduna,Mar,1496,,irrelevant
benue,Feb,509,123,###
Osun,Apr,1244,flooded!!!,irrelevant
Benue,Dec,79,Dry season,###
crossriver,???,1349,,
Benue,Apr,900,flooded!!!,
??Rivers,Aug,1232,flooded!!!,###
Kebbis,Nov,1634,123,
Ondo,Mar,1971,,irrelevant
Delta,Feb,1347,flooded!!!,irrelevant
benue,May,1115,,###
Ed0o,Apr,1656,Heavy rain,###
Bayelsa,Jul,1223,,
Abuja,Aug,1540,Dry season,irrelevant
Imo,Nov,584,Dry season,
Adamawa,Oct,1660,flooded!!!,###
lagos ,Jul,624,123,
Imo,Sep,1933,Dry season,irrelevant
Ogun,Feb,1574,flooded!!!,irrelevant
G0mbe,Jul,1297,flooded!!!,irrelevant
Abuja,Aug,1027,flooded!!!,
Osun,Dec,1699,Heavy rain,
Zamfara,Aug,1866,123,###
Borno,Oct,797,,irrelevant
Ogun,Jun,1889,flooded!!!,
Lagos,Apr,505,123,irrelevant
Kaduna,Dec,727,flooded!!!,irrelevant
Ekiti,Apr,1776,Dry season,irrelevant
Yobe,Jan,1322,flooded!!!,###
Adamawa,Jun,761,,irrelevant
Benue,Sep,1777,flooded!!!,irrelevant
Kaduba,Nov,1411,123,
Benue,???,622,Dry season,
G0mbe,Aug,1513,flooded!!!,###
Kwara,May,1959,Heavy rain,irrelevant
Niger,,660,Heavy rain,###
Cross River,Dec,1938,,irrelevant
Ondo,Aug,1190,123,
Kaduba,Oct,553,Heavy rain,###
Enugu,???,658,flooded!!!,###
Niger,Nov,482,123,###
Kebbis,Jul,800,flooded!!!,###
gombe,Jan,132,,
Cross River,Dec,862,Dry season,
Kaduba,Sep,1878,Heavy rain,irrelevant
Benue,Jul,423,123,###
Adamawa,Feb,1368,,###
Enugu,Oct,1888,Dry season,###
Lagos,Jan,494,flooded!!!,
??Rivers,May,1629,123,irrelevant
Bayelsa,Jan,1214,Heavy rain,
Kwara,Feb,1926,flooded!!!,###
Enugu,Sep,1963,flooded!!!,
Delta,Dec,738,Dry season,###
Rivers,Aug,577,,###
Anambra,Apr,1404,flooded!!!,irrelevant
Cross River,Sep,438,,
lagos ,Nov,1295,123,irrelevant
benue,Apr,1333,,
Plateau,May,76,Heavy rain,
??Rivers,,1836,Heavy rain,irrelevant
Plateau,Feb,604,123,###
Abla,Aug,1230,,irrelevant
G0mbe,Jul,1857,123,###
Abla,Nov,1152,123,irrelevant
Adamawa,Oct,352,123,irrelevant
Nasarawa,???,112,Heavy rain,###
Lagos,Apr,1189,flooded!!!,irrelevant
Ogun,Feb,142,flooded!!!,
Niger,Aug,412,123,###
Kaduna,Sep,454,flooded!!!,irrelevant
Cross River,Dec,1026,Dry season,irrelevant
Anambra,Sep,1305,123,
Adamawa,???,1909,123,
Imo,Feb,293,123,irrelevant
Anambra,May,1212,,
Taraba,May,1118,123,irrelevant
??Rivers,Mar,1661,123,irrelevant
benue,Jan,860,,
Taraba,???,768,flooded!!!,irrelevant
Nasarawa,Mar,182,flooded!!!,###
Enugu,,818,123,irrelevant
Imo,Apr,135,Heavy rain,
Cross River,Aug,250,flooded!!!,
Ekiti,Nov,1492,Dry season,irrelevant
Kwara,Nov,127,123,
Zamfara,Sep,1108,flooded!!!,
Cross River,Mar,149,123,###
??Rivers,Mar,919,Heavy rain,irrelevant
KAN0,Nov,102,Dry season,irrelevant
Zamfara,Sep,1776,,irrelevant
Bayelsa,Jul,1211,Dry season,irrelevant
Nasarawa,Sep,928,Heavy rain,
Abla,Feb,245,flooded!!!,
Zamfara,Sep,963,Heavy rain,irrelevant
Lagos,,1183,123,
Benue,Oct,1740,Heavy rain,###
Kaduba,,182,Dry season,irrelevant
Anambra,Aug,1713,flooded!!!,
Yobe,Jul,1366,Dry season,
gombe,Feb,37,Dry season,irrelevant
Kaduna,Oct,1005,Dry season,
Cross River,Feb,1269,Heavy rain,
G0mbe,Jan,897,Heavy rain,###
Benue,???,1863,,irrelevant
Anambra,Dec,1345,123,irrelevant
Kwara,Apr,1200,123,###
Lagos,Aug,113,123,###
Bayelsa,???,1560,flooded!!!,
Zamfara,Aug,1512,Heavy rain,###
Jigawa,May,1572,,###
Bayelsa,Apr,1727,123,
Nasarawa,Mar,1206,,
Adamawa,,59,,###
Kaduna,Sep,1668,Dry season,
katsina,Feb,751,Dry season,###
Enugu,Jul,1537,Dry season,irrelevant
Anambra,Oct,442,Heavy rain,
Oyo,Feb,585,123,###
Abuja,Oct,1987,,irrelevant
Abla,Dec,1664,,###
S0koto,Jul,352,,irrelevant
Kwara,???,1859,,
Ogun,May,913,,###
Kwara,Nov,897,123,###
Zamfara,Dec,1135,flooded!!!,irrelevant
Enugu,Jan,260,,
Kaduba,Nov,950,flooded!!!,irrelevant
Plateau,???,8,123,irrelevant
Jigawa,Oct,1772,123,
Enugu,May,446,Dry season,###
Ebonyi,Jul,1331,Dry season,###
Niger,Jan,827,,###
Bauchi,Jul,776,Dry season,###
Bauchi,May,1108,flooded!!!,
Kano,Oct,1379,,irrelevant
G0mbe,May,1896,,###
Kaduba,Dec,907,flooded!!!,irrelevant
Ekiti,Oct,1727,Heavy rain,###
Osun,May,1816,123,
Oyo,Jan,1088,Heavy rain,
Enugu,Nov,1731,Dry season,###
Abla,Apr,1293,123,irrelevant
Osun,Mar,602,Heavy rain,irrelevant
Kebbis,Aug,134,123,
Kaduba,Jan,1481,123,
Cross River,Oct,1322,flooded!!!,###
Rivers,???,1951,Heavy rain,
crossriver,,91,Heavy rain,
Kwara,Nov,42,Heavy rain,###
Kano,Sep,1795,123,###
??Rivers,???,1458,Heavy rain,
Bayelsa,Nov,1698,flooded!!!,irrelevant
Ebonyi,Jan,584,Heavy rain,irrelevant
Ekiti,Oct,15,,irrelevant
Delta,Jun,355,flooded!!!,###
Kaduna,,1090,Heavy rain,###
Zamfara,Nov,142,Dry season,irrelevant
Kano,Mar,1095,Heavy rain,irrelevant
Imo,Jul,1609,Dry season,irrelevant
lagos ,,1627,Dry season,irrelevant
Benue,Nov,229,flooded!!!,
G0mbe,Aug,1536,123,irrelevant
Niger,May,1809,Heavy rain,###
Kano,Oct,417,flooded!!!,irrelevant
Enugu,Jun,160,,irrelevant
Ekiti,Aug,3,Dry season,
Kano,,53,Dry season,
Kaduba,May,60,,irrelevant
Oyo,Dec,955,Dry season,###
Jigawa,May,983,Dry season,
Kwara,Aug,1341,123,###
Ogun,Jun,955,,irrelevant
Borno,Jun,334,flooded!!!,irrelevant
Adamawa,Oct,1783,Heavy rain,
Oyo,Oct,1084,123,
Delta,Aug,539,Dry season,irrelevant
Benue,Aug,1427,flooded!!!,
Osun,Feb,1594,Dry season,
Ed0o,Apr,1200,Heavy rain,###
Anambra,Jan,1875,Dry season,irrelevant
KAN0,Apr,153,Dry season,irrelevant
Ekiti,May,188,flooded!!!,irrelevant
Oyo,Apr,269,flooded!!!,irrelevant
Anambra,Jul,1317,Dry season,###
Ebonyi,Jan,1210,Dry season,###
Kebbis,Apr,467,Heavy rain,
S0koto,Oct,1544,123,
??Rivers,Aug,505,123,
KAN0,Mar,749,,###
Kaduna,Feb,841,Heavy rain,irrelevant
katsina,Feb,413,Heavy rain,irrelevant
Ed0o,,1276,flooded!!!,
Ed0o,Dec,210,,
Ogun,Apr,1800,Dry season,irrelevant
Ebonyi,May,1640,Heavy rain,
gombe,May,1999,Dry season,irrelevant
Rivers,Aug,626,flooded!!!,###
Imo,,435,flooded!!!,###
Anambra,Mar,1319,123,###
Kano,Apr,1772,123,
Zamfara,Feb,249,flooded!!!,###
G0mbe,Jan,1513,,
katsina,Dec,460,Heavy rain,
gombe,Sep,1714,Dry season,
S0koto,Jul,1690,Heavy rain,###
Cross River,Apr,1560,Dry season,
Bauchi,Apr,386,123,
Anambra,Jun,1200,Heavy rain,irrelevant
Osun,Oct,1949,Dry season,###
Borno,Apr,67,,
Anambra,Aug,1402,Heavy rain,
Adamawa,Feb,1961,flooded!!!,
Kwara,Feb,980,,irrelevant
Enugu,May,1716,Dry season,irrelevant
Plateau,???,503,flooded!!!,
Anambra,Mar,664,Heavy rain,irrelevant
Ebonyi,Dec,39,,
Kaduna,Apr,1198,Dry season,###
??Rivers,Sep,359,flooded!!!,irrelevant
Kebbis,???,1815,,
katsina,Aug,791,Heavy rain,
Osun,Nov,1466,Dry season,irrelevant
Jigawa,Jun,1460,Heavy rain,irrelevant
Bayelsa,Oct,170,Heavy rain,
Yobe,Dec,225,Heavy rain,
Delta,,390,Dry season,###
Kebbis,,913,123,
Plateau,Aug,1510,flooded!!!,###
Bayelsa,Apr,412,123,irrelevant
Oyo,Aug,168,,###
Cross River,,1421,Heavy rain,###
Ondo,,398,Dry season,###
Abla,Sep,785,Dry season,###
??Rivers,Jun,272,Heavy rain,
Zamfara,Jul,1262,flooded!!!,irrelevant
Anambra,Mar,952,,irrelevant
Niger,Apr,1647,Heavy rain,irrelevant
Niger,Mar,1771,Heavy rain,###
Anambra,Aug,431,123,###
gombe,???,1735,,irrelevant
Bauchi,Apr,785,Dry season,###
Kaduba,Apr,1655,flooded!!!,
Nasarawa,Dec,1327,,irrelevant
Ekiti,Feb,1190,Dry season,irrelevant
Kaduba,Jun,1414,123,###
??Rivers,???,1443,Heavy rain,
lagos ,Jun,60,flooded!!!,
Kaduna,,102,Heavy rain,
Osun,Nov,944,123,
lagos ,???,208,,irrelevant
KAN0,Dec,826,Heavy rain,###
Imo,Aug,417,123,irrelevant
gombe,Feb,1596,Heavy rain,
Yobe,???,1285,Dry season,###
lagos ,Dec,75,,irrelevant
Kwara,Jul,1258,Dry season,###
Lagos,Jun,1151,Dry season,
Kaduna,Mar,1093,flooded!!!,###
??Rivers,Sep,426,,###
Abla,Jun,1924,flooded!!!,###
Cross River,Jan,47,123,
Ondo,,1111,123,irrelevant
Nasarawa,Apr,1726,123,irrelevant
kogi,Jan,1910,,###
crossriver,Nov,1686,Heavy rain,irrelevant
benue,Feb,1698,flooded!!!,###
Kaduna,May,1316,Dry season,###
G0mbe,Oct,137,Dry season,irrelevant
Kwara,Oct,1260,flooded!!!,###
Lagos,,694,,irrelevant
gombe,Dec,1150,flooded!!!,
Niger,May,661,Heavy rain,
Ogun,Jul,35,Dry season,
Yobe,Aug,338,Dry season,irrelevant
Ed0o,Nov,1272,Heavy rain,###
Kaduba,Jul,1323,123,irrelevant
Ebonyi,Feb,991,,
Ed0o,,1898,123,###
Adamawa,Sep,48,123,
Ogun,Nov,1950,Dry season,irrelevant
Anambra,Nov,422,123,irrelevant
Plateau,Apr,558,flooded!!!,###
Ed0o,Feb,389,flooded!!!,###
gombe,Nov,1403,123,
Taraba,May,742,Dry season,
Yobe,May,1984,flooded!!!,irrelevant
Ogun,???,147,123,###
benue,Jul,1926,flooded!!!,
gombe,???,675,Dry season,###
Kaduna,Jul,283,flooded!!!,###
gombe,Mar,645,Heavy rain,###
kogi,???,1226,Heavy rain,irrelevant
Kano,May,390,,irrelevant
Delta,Mar,738,123,
Nasarawa,,1091,Dry season,irrelevant
Kaduna,Jan,1683,123,###
Enugu,Jul,1010,Heavy rain,irrelevant
Ondo,Mar,677,Heavy rain,###
Enugu,Dec,784,Dry season,###
Ogun,Jul,997,,###
katsina,Sep,586,Heavy rain,
S0koto,Jan,1779,Dry season,irrelevant
Kwara,Jan,428,Dry season,###
Benue,Aug,1341,Heavy rain,
Plateau,Sep,488,Dry season,irrelevant
kogi,???,1567,,###
Kaduna,???,535,Dry season,
Kano,May,1058,Heavy rain,irrelevant
Delta,Jun,600,Heavy rain,
Adamawa,Feb,558,Heavy rain,
Enugu,May,568,Dry season,irrelevant
Bayelsa,Sep,1753,,###
G0mbe,Nov,1344,,
Osun,???,1601,,
Lagos,Oct,1240,Heavy rain,
Kano,???,760,123,
Ed0o,Mar,759,flooded!!!,###
G0mbe,Feb,561,flooded!!!,irrelevant
Kebbis,Aug,299,123,###
KAN0,Jun,1965,,###
Borno,Jul,517,Heavy rain,irrelevant
Imo,Dec,969,123,
benue,,805,Dry season,###
Ebonyi,Jan,829,Heavy rain,###
lagos ,Jun,791,123,
Oyo,Jul,1448,,irrelevant
Kaduna,Nov,550,123,###
Benue,Dec,383,123,irrelevant
Kano,Mar,422,123,
Ekiti,Dec,167,flooded!!!,irrelevant
Nasarawa,Nov,1783,Heavy rain,irrelevant
Anambra,,914,flooded!!!,irrelevant
KAN0,Aug,536,flooded!!!,irrelevant
Abla,???,356,Heavy rain,
Abuja,???,1581,Dry season,
Imo,Aug,603,Heavy rain,
lagos ,Apr,1897,flooded!!!,
Enugu,Aug,1221,flooded!!!,
katsina,Mar,1793,Heavy rain,###
Adamawa,May,1771,Heavy rain,irrelevant
Anambra,???,996,Dry season,
Adamawa,Mar,35,,
Delta,Apr,1236,flooded!!!,###
Ed0o,May,67,Dry season,irrelevant
Ondo,,896,,###
Adamawa,Apr,1874,Heavy rain,irrelevant
Zamfara,???,1208,Heavy rain,
Kaduna,Jan,43,flooded!!!,###
Benue,,1741,Dry season,
Zamfara,Aug,674,Heavy rain,
S0koto,Nov,1562,Heavy rain,###
Ondo,Dec,676,Dry season,###
Kano,Sep,1386,123,
KAN0,Feb,347,Heavy rain,###
S0koto,,647,123,irrelevant
??Rivers,???,1890,flooded!!!,###
Benue,,503,,
gombe,Oct,9,Heavy rain,
Ogun,Feb,1605,123,
Adamawa,Jul,321,Heavy rain,irrelevant
Bauchi,Feb,80,Heavy rain,
Kebbis,Jan,857,,
Yobe,Jan,974,flooded!!!,###
Abuja,Jun,1976,,irrelevant
Oyo,,454,Dry season,
Kaduna,Jun,1947,,
Ogun,Jul,1607,Heavy rain,irrelevant
Kaduba,Mar,819,123,irrelevant
G0mbe,???,3,Heavy rain,###
Taraba,Jan,1765,123,
kogi,Apr,1235,flooded!!!,
Kaduna,Mar,150,Dry season,
Kano,???,582,123,
Ed0o,Mar,2,,
Ebonyi,Oct,1906,Dry season,###
Benue,Jun,118,Dry season,irrelevant
Niger,Apr,992,Heavy rain,
crossriver,Dec,427,flooded!!!,irrelevant
Abuja,May,1848,123,###
Anambra,Mar,1825,Heavy rain,###
Kwara,Feb,876,,irrelevant
Rivers,Jun,1706,Heavy rain,
Abla,Feb,426,Dry season,###
G0mbe,Feb,488,,irrelevant
Kwara,,1939,,###
Oyo,Jan,138,Dry season,
Yobe,???,1049,123,###
Nasarawa,Jun,1968,flooded!!!,
Imo,Sep,1731,flooded!!!,
Kano,Apr,1749,,
S0koto,May,746,Dry season,irrelevant
Nasarawa,Oct,771,,irrelevant
Ed0o,,1974,,###
Ekiti,Aug,1475,flooded!!!,###
Imo,Jan,1741,Dry season,
gombe,Mar,many,123,###
Osun,???,1448,flooded!!!,irrelevant
Zamfara,Jan,18,Dry season,
benue,Jun,1229,flooded!!!,###
Kano,Dec,1696,123,
Kwara,Dec,5,Heavy rain,###
Kaduba,May,406,Dry season,irrelevant
Kano,Mar,1645,Dry season,
Kaduna,Dec,1602,flooded!!!,
KAN0,May,392,,###
Kwara,Feb,106,,irrelevant
Kebbis,Aug,911,123,###
Ogun,Jan,1968,Heavy rain,###
Enugu,???,1716,Heavy rain,irrelevant
Anambra,,492,,
Yobe,May,924,flooded!!!,###
Ekiti,Jun,1626,flooded!!!,###
kogi,Jul,250,flooded!!!,irrelevant
Imo,Aug,148,Heavy rain,
Abla,Oct,1190,Heavy rain,irrelevant
Rivers,Jun,95,Heavy rain,irrelevant
Kaduna,Aug,1347,flooded!!!,
Anambra,Jul,135,Heavy rain,
Ekiti,???,1906,flooded!!!,
KAN0,???,867,Dry season,###
Abuja,Jun,1063,123,
Taraba,Oct,763,flooded!!!,###
Taraba,Aug,547,123,irrelevant
Yobe,Nov,1994,Dry season,###
Enugu,,1879,flooded!!!,
lagos ,Dec,827,Heavy rain,###
kogi,Mar,474,,
Ed0o,Jan,1284,flooded!!!,irrelevant
Enugu,Sep,1130,123,###
Kaduba,May,1309,123,irrelevant
Bauchi,Nov,1174,flooded!!!,###
Kaduna,Sep,781,,###
G0mbe,Feb,1165,Heavy rain,irrelevant
Benue,Nov,1560,Dry season,irrelevant
Benue,Apr,690,Dry season,###
katsina,Dec,1675,Dry season,
G0mbe,,553,Dry season,###
G0mbe,Apr,148,123,
Bauchi,Jul,833,flooded!!!,
Enugu,May,778,flooded!!!,###
Yobe,Mar,1540,,irrelevant
Anambra,Jan,660,Heavy rain,irrelevant
Imo,Jun,80,Heavy rain,
Plateau,Dec,846,Heavy rain,
Jigawa,Jul,1630,Heavy rain,irrelevant
Anambra,Feb,905,Dry season,###
Kano,Aug,124,123,
Abla,Feb,1530,flooded!!!,
Ekiti,,558,Heavy rain,###
benue,Nov,177,,
Kaduna,Feb,576,flooded!!!,irrelevant
Nasarawa,Apr,1804,123,irrelevant
Yobe,Jun,1228,flooded!!!,###
Cross River,Jun,1461,flooded!!!,###
crossriver,Nov,4,Dry season,irrelevant
Jigawa,Mar,1231,123,irrelevant
Ed0o,Dec,1993,flooded!!!,
Kebbis,Jun,777,123,irrelevant
Ebonyi,Jan,109,Dry season,irrelevant
Benue,Sep,137,Heavy rain,
Kwara,Jun,458,123,irrelevant
Abla,Jul,462,,irrelevant
KAN0,Mar,347,flooded!!!,irrelevant
Enugu,Oct,27,Heavy rain,###
Ogun,May,1398,flooded!!!,###
Kebbis,???,202,123,irrelevant
Ekiti,Dec,1451,flooded!!!,###
Anambra,May,445,123,irrelevant
S0koto,Jul,1200,,###
Plateau,Sep,887,,irrelevant
Ebonyi,Jun,1562,,###
Ebonyi,Dec,1029,flooded!!!,###
Oyo,Feb,1130,123,###
benue,Nov,1666,123,irrelevant
benue,Jun,650,123,
Enugu,Nov,1147,123,
Bayelsa,Aug,313,Dry season,
Taraba,???,941,Heavy rain,irrelevant
Enugu,Feb,1079,Heavy rain,
Bayelsa,Jul,123,Heavy rain,###
Delta,Apr,1855,,
Abla,Apr,1767,123,###
Imo,Dec,384,Heavy rain,###
Bauchi,Mar,582,Dry season,irrelevant
Kano,Nov,149,123,irrelevant
Kano,Mar,427,Dry season,
Borno,Mar,1863,flooded!!!,
Cross River,Oct,,flooded!!!,
Kaduna,???,1070,123,irrelevant
Ondo,Aug,54,123,irrelevant
Oyo,May,949,123,
Oyo,Feb,532,123,###
Bayelsa,Jun,900,,irrelevant
Kaduba,,1021,Dry season,irrelevant
Kebbis,,818,Heavy rain,irrelevant
Anambra,Jun,764,,
Lagos,,1590,123,###
Niger,Apr,605,,
Jigawa,Jan,1748,,irrelevant
crossriver,Sep,1882,,###
Bayelsa,Jul,22,Dry season,###
katsina,Nov,909,,irrelevant
Bayelsa,Sep,1501,Dry season,
Kaduna,May,1076,,###
Benue,Aug,1514,123,irrelevant
??Rivers,Oct,23,Dry season,irrelevant
Bayelsa,???,1897,flooded!!!,
Kaduna,???,1599,,###
Plateau,Apr,1021,123,
S0koto,Aug,1899,Dry season,###
Taraba,May,1542,Heavy rain,###
S0koto,Feb,1704,flooded!!!,###
benue,May,687,,irrelevant
Kano,May,825,flooded!!!,
Oyo,Dec,1763,flooded!!!,
Nasarawa,,891,,irrelevant
Niger,Feb,395,123,
Ogun,Feb,1266,Heavy rain,irrelevant
Rivers,Apr,1334,flooded!!!,irrelevant
katsina,Jan,77,flooded!!!,irrelevant
Adamawa,Dec,1299,123,
Plateau,May,731,123,irrelevant
Anambra,,,Heavy rain,###
Nasarawa,,1830,flooded!!!,
Taraba,Feb,98,,###
Abla,Aug,1270,,
Enugu,Mar,1410,,###
crossriver,Apr,1986,,irrelevant
Borno,Jan,1351,123,
Bauchi,Sep,983,123,
S0koto,Jan,108,123,irrelevant
Plateau,May,900,123,
Ed0o,Apr,1238,Heavy rain,
benue,Apr,165,Dry season,irrelevant
Ed0o,Sep,1440,Dry season,
??Rivers,Mar,324,,
Cross River,Jan,662,Dry season,###
Jigawa,Feb,31,flooded!!!,###
Ekiti,May,1041,,irrelevant
Zamfara,Nov,736,flooded!!!,###
kogi,Mar,1958,Heavy rain,irrelevant
Lagos,Jul,111,Heavy rain,###
kogi,Apr,112,Heavy rain,###
Kaduna,Dec,247,Heavy rain,
crossriver,Jun,732,123,###
Yobe,???,1322,123,###
Jigawa,???,230,Heavy rain,
Nasarawa,Jan,1480,Heavy rain,
Ed0o,Jan,1095,Dry season,
benue,Jun,8,Dry season,###
Osun,Nov,1926,Heavy rain,
KAN0,Mar,895,,
kogi,Oct,1122,flooded!!!,
Ed0o,Oct,1815,,irrelevant
Abla,Jul,42,,irrelevant
Borno,Jan,1455,flooded!!!,###
lagos ,Apr,22,Heavy rain,irrelevant
Anambra,Dec,845,123,###
Plateau,Jan,1702,Dry season,
Kwara,???,1426,flooded!!!,###
Bauchi,Mar,379,Dry season,###
kogi,,1706,,###
Oyo,Oct,546,123,irrelevant
??Rivers,Mar,1178,Dry season,###
katsina,Jul,1644,flooded!!!,irrelevant
kogi,Jun,753,Heavy rain,###
Taraba,Feb,1607,Heavy rain,
lagos ,Mar,1347,Dry season,
Kwara,,1099,123,###
Yobe,Feb,1022,Heavy rain,irrelevant
Abuja,May,459,123,irrelevant
Taraba,Jun,952,123,
Benue,Mar,1516,Heavy rain,###
Ed0o,Mar,1736,123,###
Benue,Jul,1452,Heavy rain,
KAN0,???,972,,irrelevant
Enugu,Nov,1908,Heavy rain,
Enugu,,641,Heavy rain,
Imo,Jul,1727,Heavy rain,irrelevant
Lagos,Apr,1208,,
Anambra,Feb,1899,123,
Ekiti,May,1954,flooded!!!,
kogi,???,1880,Dry season,
gombe,Apr,1700,,###
Oyo,Sep,1237,Heavy rain,
Zamfara,Jul,1987,Heavy rain,###
Kaduba,Aug,402,,
Benue,Jun,1351,123,irrelevant
Osun,Dec,1932,flooded!!!,
Abuja,May,1580,,
Imo,Jul,1390,Heavy rain,
Ekiti,Feb,1855,flooded!!!,irrelevant
Imo,Jun,1510,Heavy rain,###
Kaduna,Jan,371,Heavy rain,
Lagos,Oct,897,123,irrelevant
Kaduna,,946,flooded!!!,
Zamfara,May,1071,Heavy rain,
G0mbe,Dec,1570,123,irrelevant
Borno,Aug,1433,flooded!!!,irrelevant
Imo,Jan,3,,irrelevant
Ed0o,Jul,750,Dry season,###
Yobe,,1384,,irrelevant
benue,Nov,91,flooded!!!,
katsina,Sep,1747,123,irrelevant
Kaduna,Nov,150,Heavy rain,
Benue,???,580,flooded!!!,###
??Rivers,Mar,1399,,###
Kano,Mar,1376,Dry season,###
Anambra,Sep,1607,123,
Abla,Mar,1439,123,###
Lagos,Jun,319,,
Kano,Dec,627,Dry season,###
lagos ,,442,Dry season,###
Adamawa,May,177,123,
Taraba,Apr,1275,flooded!!!,
Imo,,643,,irrelevant
Taraba,Dec,1803,flooded!!!,irrelevant
Enugu,Sep,1770,123,
Ondo,Jul,1176,,###
Cross River,Mar,241,flooded!!!,
Lagos,Feb,1493,flooded!!!,irrelevant
Taraba,Apr,1376,Dry season,
Enugu,Nov,1085,,irrelevant
Adamawa,Jan,1980,Heavy rain,irrelevant
benue,Jul,197,flooded!!!,
Rivers,Jan,1237,,irrelevant
Ed0o,Nov,1236,Heavy rain,
Rivers,???,1871,Heavy rain,###
katsina,Jul,716,Heavy rain,irrelevant
Enugu,,1567,Heavy rain,
Adamawa,Nov,16,Heavy rain,
Adamawa,Jun,1350,Heavy rain,irrelevant
katsina,Jun,1135,flooded!!!,
lagos ,Mar,1954,flooded!!!,
Bauchi,Jan,858,Heavy rain,###
Zamfara,May,1595,Heavy rain,###
Bauchi,May,1243,,
Kebbis,Sep,1018,flooded!!!,
KAN0,Nov,1102,Heavy rain,irrelevant
Adamawa,Jan,1536,flooded!!!,
Borno,Dec,687,flooded!!!,
kogi,Mar,676,Heavy rain,###
Oyo,Feb,691,Dry season,###
Osun,Feb,377,,###
Osun,,1900,123,
Imo,Aug,1358,flooded!!!,irrelevant
Lagos,Nov,911,Heavy rain,###
katsina,Nov,899,,irrelevant
Borno,Sep,1914,Dry season,###
Oyo,Sep,1824,,
Adamawa,Oct,1498,flooded!!!,irrelevant
Adamawa,Sep,1452,,
Enugu,Aug,1053,flooded!!!,
Enugu,Dec,1475,,
Enugu,Aug,1861,flooded!!!,irrelevant
Cross River,May,18,123,###
Enugu,Dec,1695,,###
Kaduna,Aug,1957,Dry season,irrelevant
Kebbis,Jun,449,,###
S0koto,Jun,311,Dry season,
Benue,Oct,330,flooded!!!,###
Cross River,Nov,645,Heavy rain,
Delta,Oct,1127,123,irrelevant
benue,,1127,123,###
Ed0o,Apr,482,flooded!!!,irrelevant
Jigawa,Jun,917,flooded!!!,irrelevant
Zamfara,Mar,1643,123,irrelevant
Osun,,1911,flooded!!!,irrelevant
crossriver,Oct,992,,###
Delta,Jan,1213,,
G0mbe,Feb,420,,
Abla,Feb,428,,
Kaduba,May,777,Heavy rain,
katsina,Aug,1879,,###
katsina,May,1026,Dry season,
crossriver,Sep,1040,,irrelevant
Ogun,Dec,679,123,
Oyo,Aug,1247,Dry season,
G0mbe,Sep,459,Heavy rain,###
Ekiti,Mar,1907,Heavy rain,
Osun,Jun,1399,,###
Bayelsa,Dec,1359,Dry season,
gombe,Mar,749,flooded!!!,###
Kano,Mar,267,Dry season,irrelevant
Adamawa,Aug,144,123,###
Ed0o,Sep,815,Dry season,
Abla,Sep,761,,###
Ebonyi,,1362,Dry season,irrelevant
Kwara,Jul,1116,Dry season,
Imo,Sep,1370,Heavy rain,
??Rivers,May,983,Dry season,
Rivers,Feb,0,123,###
Bauchi,Sep,1119,Dry season,###
Oyo,Dec,23,123,###
Bauchi,Jul,443,Dry season,irrelevant
Cross River,Jun,227,Dry season,###
